crop_filename,source_video,cam_position,frame_index,timestamp_ms,crop_index,x,y,width,height,original_frame_width,original_frame_height,notes
T_frame_000680_crop_01.jpg,extrait-cam-1-t-conforme.avi,T,680,27200.0,1,242,249,211,181,720,576,
T_frame_000708_crop_01.jpg,extrait-cam-1-t-conforme.avi,T,708,28320.0,1,235,167,249,206,720,576,
B_frame_000021_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,21,840.0,1,227,199,244,172,720,576,
B_frame_000048_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,48,1920.0,1,260,217,193,193,720,576,
B_frame_000074_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,74,2960.0,1,253,172,239,194,720,576,
B_frame_000102_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,102,4080.0,1,251,252,230,140,720,576,
B_frame_000129_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,129,5160.0,1,234,269,171,183,720,576,
B_frame_000155_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,155,6200.0,1,265,246,204,217,720,576,
B_frame_000182_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,182,7280.0,1,284,255,183,154,720,576,
B_frame_000208_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,208,8320.0,1,249,223,225,163,720,576,
B_frame_000235_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,235,9400.0,1,263,245,204,219,720,576,
B_frame_000260_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,260,10400.0,1,273,154,196,178,720,576,
B_frame_000289_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,289,11560.0,1,261,281,214,185,720,576,
B_frame_000314_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,314,12560.0,1,271,186,176,126,720,576,
B_frame_000341_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,341,13640.0,1,237,210,214,200,720,576,
B_frame_000368_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,368,14720.0,1,237,233,247,170,720,576,
B_frame_000420_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,420,16800.0,1,273,157,230,240,720,576,
B_frame_000447_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,447,17880.0,1,269,190,205,198,720,576,
B_frame_000474_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,474,18960.0,1,283,206,198,222,720,576,
B_frame_000501_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,501,20040.0,1,268,210,168,112,720,576,
B_frame_000528_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,528,21120.0,1,277,244,163,256,720,576,
B_frame_000581_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,581,23240.0,1,313,238,191,220,720,576,
B_frame_000607_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,607,24280.0,1,249,191,212,203,720,576,
B_frame_000634_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,634,25360.0,1,242,203,197,206,720,576,
B_frame_000661_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,661,26440.0,1,291,222,153,225,720,576,
B_frame_000688_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,688,27520.0,1,256,248,233,195,720,576,
B_frame_000716_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,716,28640.0,1,279,325,179,187,720,576,
B_frame_000741_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,741,29640.0,1,218,239,228,176,720,576,
T_frame_000014_crop_01.jpg,extrait-cam-1-t-conforme.avi,T,14,560.0,1,273,312,180,138,720,576,
T_frame_000041_crop_01.jpg,extrait-cam-1-t-conforme.avi,T,41,1640.0,1,232,208,245,233,720,576,
T_frame_000068_crop_01.jpg,extrait-cam-1-t-conforme.avi,T,68,2720.0,1,246,207,250,184,720,576,
T_frame_000121_crop_01.jpg,extrait-cam-1-t-conforme.avi,T,121,4840.0,1,265,177,255,234,720,576,
