filename,year,cam_position,cam_num,sample_num,batch_num,label_filename,label_principal,multiple,chunk,mixed_quality,reviewed,labeled_by,labeled_by_canonical,masked_label,hot_frac,max_blob,masked_covered,masked_disagreement
2025_Conforme_1_Cam_B_1_374.jpg,2025,B,1,374,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_375.jpg,2025,B,1,375,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_379.jpg,2025,B,1,379,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_38.jpg,2025,B,1,38,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_382.jpg,2025,B,1,382,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_383.jpg,2025,B,1,383,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_384.jpg,2025,B,1,384,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_386.jpg,2025,B,1,386,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_39.jpg,2025,B,1,39,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_390.jpg,2025,B,1,390,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_4.jpg,2025,B,1,4,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_40.jpg,2025,B,1,40,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_400.jpg,2025,B,1,400,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_409.jpg,2025,B,1,409,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_41.jpg,2025,B,1,41,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_416.jpg,2025,B,1,416,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_419.jpg,2025,B,1,419,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_42.jpg,2025,B,1,42,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_43.jpg,2025,B,1,43,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_44.jpg,2025,B,1,44,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_45.jpg,2025,B,1,45,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_47.jpg,2025,B,1,47,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_48.jpg,2025,B,1,48,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_49.jpg,2025,B,1,49,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_5.jpg,2025,B,1,5,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_51.jpg,2025,B,1,51,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_52.jpg,2025,B,1,52,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_57.jpg,2025,B,1,57,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_6.jpg,2025,B,1,6,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_60.jpg,2025,B,1,60,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_61.jpg,2025,B,1,61,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_7.jpg,2025,B,1,7,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_72.jpg,2025,B,1,72,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_78.jpg,2025,B,1,78,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_8.jpg,2025,B,1,8,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_81.jpg,2025,B,1,81,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_82.jpg,2025,B,1,82,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_84.jpg,2025,B,1,84,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_87.jpg,2025,B,1,87,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_9.jpg,2025,B,1,9,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_90.jpg,2025,B,1,90,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_0.jpg,2025,B,2,0,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_1.jpg,2025,B,2,1,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_10.jpg,2025,B,2,10,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_11.jpg,2025,B,2,11,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_118.jpg,2025,B,2,118,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_12.jpg,2025,B,2,12,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_120.jpg,2025,B,2,120,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_124.jpg,2025,B,2,124,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_13.jpg,2025,B,2,13,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_14.jpg,2025,B,2,14,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_15.jpg,2025,B,2,15,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_16.jpg,2025,B,2,16,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_17.jpg,2025,B,2,17,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_18.jpg,2025,B,2,18,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_19.jpg,2025,B,2,19,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_197.jpg,2025,B,2,197,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_2.jpg,2025,B,2,2,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_20.jpg,2025,B,2,20,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_202.jpg,2025,B,2,202,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_21.jpg,2025,B,2,21,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_213.jpg,2025,B,2,213,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_22.jpg,2025,B,2,22,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_225.jpg,2025,B,2,225,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_227.jpg,2025,B,2,227,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_228.jpg,2025,B,2,228,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_23.jpg,2025,B,2,23,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_236.jpg,2025,B,2,236,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_24.jpg,2025,B,2,24,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_25.jpg,2025,B,2,25,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_251.jpg,2025,B,2,251,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_254.jpg,2025,B,2,254,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_26.jpg,2025,B,2,26,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_27.jpg,2025,B,2,27,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_28.jpg,2025,B,2,28,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_29.jpg,2025,B,2,29,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_3.jpg,2025,B,2,3,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_30.jpg,2025,B,2,30,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_31.jpg,2025,B,2,31,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_32.jpg,2025,B,2,32,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_33.jpg,2025,B,2,33,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_35.jpg,2025,B,2,35,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_353.jpg,2025,B,2,353,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_36.jpg,2025,B,2,36,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_362.jpg,2025,B,2,362,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_364.jpg,2025,B,2,364,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_365.jpg,2025,B,2,365,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_37.jpg,2025,B,2,37,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_376.jpg,2025,B,2,376,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_38.jpg,2025,B,2,38,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_382.jpg,2025,B,2,382,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_388.jpg,2025,B,2,388,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_395.jpg,2025,B,2,395,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_399.jpg,2025,B,2,399,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_4.jpg,2025,B,2,4,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_40.jpg,2025,B,2,40,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_41.jpg,2025,B,2,41,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_42.jpg,2025,B,2,42,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_44.jpg,2025,B,2,44,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_47.jpg,2025,B,2,47,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_5.jpg,2025,B,2,5,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_54.jpg,2025,B,2,54,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_55.jpg,2025,B,2,55,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_56.jpg,2025,B,2,56,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_6.jpg,2025,B,2,6,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_7.jpg,2025,B,2,7,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_72.jpg,2025,B,2,72,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_76.jpg,2025,B,2,76,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_8.jpg,2025,B,2,8,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_85.jpg,2025,B,2,85,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_9.jpg,2025,B,2,9,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_93.jpg,2025,B,2,93,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_2_94.jpg,2025,B,2,94,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_3_0.jpg,2025,B,3,0,1,Conforme,Vide,False,False,False,True,,,,,,False,False
2025_Conforme_1_Cam_B_3_1.jpg,2025,B,3,1,1,Conforme,Vide,False,False,False,True,,,,,,False,False
2025_Conforme_1_Cam_B_3_10.jpg,2025,B,3,10,1,Conforme,Vide,False,False,False,True,,,,,,False,False
2025_Conforme_1_Cam_B_3_11.jpg,2025,B,3,11,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,,,,False,False
2025_Conforme_1_Cam_B_3_110.jpg,2025,B,3,110,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,,,,False,False
2025_Conforme_1_Cam_B_3_111.jpg,2025,B,3,111,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,,,,False,False
2025_Conforme_1_Cam_B_3_112.jpg,2025,B,3,112,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,,,,False,False
2025_Conforme_1_Cam_B_3_115.jpg,2025,B,3,115,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,,,,False,False
2025_Conforme_1_Cam_B_3_12.jpg,2025,B,3,12,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,,,,False,False
2025_Conforme_1_Cam_B_3_121.jpg,2025,B,3,121,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,,,,False,False
2025_Conforme_1_Cam_B_3_123.jpg,2025,B,3,123,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,,,,False,False
2025_Conforme_1_Cam_B_3_124.jpg,2025,B,3,124,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,,,,False,False
2025_Conforme_1_Cam_B_3_126.jpg,2025,B,3,126,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,,,,False,False
2025_Conforme_1_Cam_B_3_13.jpg,2025,B,3,13,1,Conforme,Vide,False,False,False,True,Tilyah,Tilyah,,,,False,False
