filename,label,hot_frac,max_blob
2025_Conforme_1_Cam_T_3_162.jpg,multiple,0.0239,293
2025_Conforme_1_Cam_T_3_163.jpg,chataigne,0.0337,379
2025_Conforme_1_Cam_T_3_164.jpg,chataigne,0.0233,219
2025_Conforme_1_Cam_T_3_165.jpg,chataigne,0.0683,1834
2025_Conforme_1_Cam_T_3_166.jpg,chataigne,0.0543,580
2025_Conforme_1_Cam_T_3_167.jpg,multiple,0.0546,571
2025_Conforme_1_Cam_T_3_168.jpg,chataigne,0.0646,1487
2025_Conforme_1_Cam_T_3_169.jpg,chataigne,0.0318,1578
2025_Conforme_1_Cam_T_3_17.jpg,vide,0.0,1
2025_Conforme_1_Cam_T_3_170.jpg,chataigne,0.1496,8544
2025_Conforme_1_Cam_T_3_171.jpg,chataigne,0.1083,4283
2025_Conforme_1_Cam_T_3_172.jpg,chataigne,0.0552,1018
2025_Conforme_1_Cam_T_3_173.jpg,chataigne,0.0809,2393
2025_Conforme_1_Cam_T_3_174.jpg,chataigne,0.0204,485
2025_Conforme_1_Cam_T_3_175.jpg,chunks,0.0,1
2025_Conforme_1_Cam_T_3_176.jpg,chataigne,0.0723,1352
2025_Conforme_1_Cam_T_3_177.jpg,chunks,0.0051,77
2025_Conforme_1_Cam_T_3_178.jpg,chataigne,0.0756,1163
2025_Conforme_1_Cam_T_3_179.jpg,vide,0.0004,6
2025_Conforme_1_Cam_T_3_18.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_180.jpg,chunks,0.0253,562
2025_Conforme_1_Cam_T_3_181.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_182.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_183.jpg,chataigne,0.0116,234
2025_Conforme_1_Cam_T_3_184.jpg,vide,0.0004,21
2025_Conforme_1_Cam_T_3_185.jpg,chataigne,0.1523,8368
2025_Conforme_1_Cam_T_3_186.jpg,chataigne,0.0055,61
2025_Conforme_1_Cam_T_3_187.jpg,chataigne,0.1701,8935
2025_Conforme_1_Cam_T_3_188.jpg,multiple,0.1773,8305
2025_Conforme_1_Cam_T_3_189.jpg,multiple,0.4307,25086
2025_Conforme_1_Cam_T_3_19.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_190.jpg,chunks,0.0314,1306
2025_Conforme_1_Cam_T_3_191.jpg,chataigne,0.0398,954
2025_Conforme_1_Cam_T_3_192.jpg,chataigne,0.2174,9380
2025_Conforme_1_Cam_T_3_193.jpg,chunks,0.018,263
2025_Conforme_1_Cam_T_3_194.jpg,chunks,0.0001,2
2025_Conforme_1_Cam_T_3_195.jpg,chataigne,0.0226,415
2025_Conforme_1_Cam_T_3_196.jpg,chataigne,0.0292,421
2025_Conforme_1_Cam_T_3_197.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_198.jpg,chataigne,0.0138,127
2025_Conforme_1_Cam_T_3_199.jpg,chataigne,0.0241,471
2025_Conforme_1_Cam_T_3_2.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_20.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_200.jpg,chunks,0.0014,12
2025_Conforme_1_Cam_T_3_201.jpg,chataigne,0.0433,1883
2025_Conforme_1_Cam_T_3_202.jpg,chataigne,0.0218,730
2025_Conforme_1_Cam_T_3_203.jpg,chataigne,0.0749,1134
2025_Conforme_1_Cam_T_3_204.jpg,chunks,0.0044,70
2025_Conforme_1_Cam_T_3_205.jpg,multiple,0.2217,9353
2025_Conforme_1_Cam_T_3_206.jpg,multiple,0.1088,5441
2025_Conforme_1_Cam_T_3_207.jpg,chataigne,0.0576,2897
2025_Conforme_1_Cam_T_3_208.jpg,chataigne,0.1231,6582
2025_Conforme_1_Cam_T_3_209.jpg,chunks,0.0094,419
2025_Conforme_1_Cam_T_3_21.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_210.jpg,chataigne,0.2948,15746
2025_Conforme_1_Cam_T_3_211.jpg,chataigne,0.0139,322
2025_Conforme_1_Cam_T_3_212.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_213.jpg,chunks,0.013,653
2025_Conforme_1_Cam_T_3_214.jpg,chataigne,0.108,5507
2025_Conforme_1_Cam_T_3_215.jpg,chunks,0.0,0
2025_Conforme_1_Cam_T_3_216.jpg,chataigne,0.1012,4738
2025_Conforme_1_Cam_T_3_217.jpg,chataigne,0.0153,149
2025_Conforme_1_Cam_T_3_218.jpg,chunks,0.0,1
2025_Conforme_1_Cam_T_3_219.jpg,chataigne,0.0201,183
2025_Conforme_1_Cam_T_3_22.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_220.jpg,chataigne,0.0493,1209
2025_Conforme_1_Cam_T_3_221.jpg,chataigne,0.1143,6252
2025_Conforme_1_Cam_T_3_222.jpg,chunks,0.0012,34
2025_Conforme_1_Cam_T_3_223.jpg,chataigne,0.0093,184
2025_Conforme_1_Cam_T_3_224.jpg,chunks,0.0045,170
2025_Conforme_1_Cam_T_3_225.jpg,chataigne,0.1542,9036
2025_Conforme_1_Cam_T_3_226.jpg,chataigne,0.086,4543
2025_Conforme_1_Cam_T_3_227.jpg,chataigne,0.1888,11341
2025_Conforme_1_Cam_T_3_228.jpg,chataigne,0.1393,7181
2025_Conforme_1_Cam_T_3_229.jpg,chataigne,0.1232,7072
2025_Conforme_1_Cam_T_3_23.jpg,vide,0.0,1
2025_Conforme_1_Cam_T_3_230.jpg,chunks,0.0009,13
2025_Conforme_1_Cam_T_3_231.jpg,chunks,0.0208,398
2025_Conforme_1_Cam_T_3_232.jpg,chataigne,0.0449,1402
2025_Conforme_1_Cam_T_3_233.jpg,chataigne,0.0685,2693
2025_Conforme_1_Cam_T_3_234.jpg,chataigne,0.0176,342
2025_Conforme_1_Cam_T_3_235.jpg,chunks,0.0002,3
2025_Conforme_1_Cam_T_3_236.jpg,chataigne,0.0655,2922
2025_Conforme_1_Cam_T_3_237.jpg,chunks,0.0015,45
2025_Conforme_1_Cam_T_3_238.jpg,chataigne,0.0627,788
2025_Conforme_1_Cam_T_3_239.jpg,chunks,0.0001,3
2025_Conforme_1_Cam_T_3_24.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_240.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_241.jpg,chunks,0.0721,3699
2025_Conforme_1_Cam_T_3_242.jpg,vide,0.0004,13
2025_Conforme_1_Cam_T_3_243.jpg,multiple,0.3659,17289
2025_Conforme_1_Cam_T_3_244.jpg,chunks,0.0248,1378
2025_Conforme_1_Cam_T_3_245.jpg,vide,0.0,2
2025_Conforme_1_Cam_T_3_246.jpg,vide,0.0,2
2025_Conforme_1_Cam_T_3_247.jpg,chataigne,0.2043,10785
2025_Conforme_1_Cam_T_3_248.jpg,vide,0.0001,5
2025_Conforme_1_Cam_T_3_249.jpg,chataigne,0.0531,1719
2025_Conforme_1_Cam_T_3_25.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_250.jpg,chataigne,0.187,10694
2025_Conforme_1_Cam_T_3_251.jpg,chataigne,0.361,20736
2025_Conforme_1_Cam_T_3_252.jpg,multiple,0.1086,4116
2025_Conforme_1_Cam_T_3_253.jpg,chataigne,0.2504,11815
2025_Conforme_1_Cam_T_3_254.jpg,chataigne,0.0613,466
2025_Conforme_1_Cam_T_3_255.jpg,chataigne,0.0,0
2025_Conforme_1_Cam_T_3_256.jpg,chunks,0.0096,59
2025_Conforme_1_Cam_T_3_257.jpg,chunks,0.0217,446
2025_Conforme_1_Cam_T_3_258.jpg,chataigne,0.1174,2288
2025_Conforme_1_Cam_T_3_259.jpg,chataigne,0.0145,220
2025_Conforme_1_Cam_T_3_26.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_260.jpg,chataigne,0.103,4304
2025_Conforme_1_Cam_T_3_261.jpg,vide,0.0,1
2025_Conforme_1_Cam_T_3_262.jpg,chunks,0.0093,234
2025_Conforme_1_Cam_T_3_263.jpg,chataigne,0.1028,3017
2025_Conforme_1_Cam_T_3_264.jpg,chataigne,0.0284,1420
2025_Conforme_1_Cam_T_3_265.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_266.jpg,multiple,0.3565,20118
2025_Conforme_1_Cam_T_3_267.jpg,chataigne,0.0042,170
2025_Conforme_1_Cam_T_3_268.jpg,chunks,0.0213,727
2025_Conforme_1_Cam_T_3_269.jpg,chataigne,0.0142,270
2025_Conforme_1_Cam_T_3_27.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_270.jpg,chunks,0.0142,342
2025_Conforme_1_Cam_T_3_271.jpg,chunks,0.0001,2
2025_Conforme_1_Cam_T_3_272.jpg,chataigne,0.0942,5080
2025_Conforme_1_Cam_T_3_273.jpg,chataigne,0.0557,508
2025_Conforme_1_Cam_T_3_274.jpg,chataigne,0.0171,328
2025_Conforme_1_Cam_T_3_275.jpg,chataigne,0.2561,12394
2025_Conforme_1_Cam_T_3_276.jpg,chataigne,0.1678,6951
2025_Conforme_1_Cam_T_3_277.jpg,chataigne,0.1214,5843
2025_Conforme_1_Cam_T_3_278.jpg,chataigne,0.0936,5104
2025_Conforme_1_Cam_T_3_279.jpg,chataigne,0.0788,1135
2025_Conforme_1_Cam_T_3_28.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_280.jpg,chataigne,0.0454,460
2025_Conforme_1_Cam_T_3_281.jpg,chataigne,0.0566,2014
2025_Conforme_1_Cam_T_3_282.jpg,chataigne,0.2854,15236
2025_Conforme_1_Cam_T_3_283.jpg,chataigne,0.277,14800
2025_Conforme_1_Cam_T_3_284.jpg,multiple,0.2707,14910
2025_Conforme_1_Cam_T_3_285.jpg,chunks,0.0007,7
2025_Conforme_1_Cam_T_3_286.jpg,chataigne,0.3371,20537
2025_Conforme_1_Cam_T_3_287.jpg,chataigne,0.2715,14442
2025_Conforme_1_Cam_T_3_288.jpg,chataigne,0.1614,8940
2025_Conforme_1_Cam_T_3_289.jpg,chataigne,0.0858,3027
2025_Conforme_1_Cam_T_3_29.jpg,vide,0.0002,6
2025_Conforme_1_Cam_T_3_290.jpg,chataigne,0.1483,6956
2025_Conforme_1_Cam_T_3_291.jpg,multiple,0.0955,5200
2025_Conforme_1_Cam_T_3_292.jpg,chataigne,0.0233,225
2025_Conforme_1_Cam_T_3_293.jpg,chunks,0.0028,18
2025_Conforme_1_Cam_T_3_294.jpg,multiple,0.0863,3285
2025_Conforme_1_Cam_T_3_295.jpg,chataigne,0.1565,7777
2025_Conforme_1_Cam_T_3_296.jpg,chataigne,0.05,502
2025_Conforme_1_Cam_T_3_297.jpg,chataigne,0.043,1551
2025_Conforme_1_Cam_T_3_298.jpg,multiple,0.275,15566
2025_Conforme_1_Cam_T_3_299.jpg,chataigne,0.002,29
2025_Conforme_1_Cam_T_3_3.jpg,vide,0.0,1
2025_Conforme_1_Cam_T_3_30.jpg,chataigne,0.0068,49
2025_Conforme_1_Cam_T_3_300.jpg,chataigne,0.0626,2941
2025_Conforme_1_Cam_T_3_301.jpg,chataigne,0.0091,65
2025_Conforme_1_Cam_T_3_302.jpg,chataigne,0.0014,15
2025_Conforme_1_Cam_T_3_303.jpg,chataigne,0.0525,737
2025_Conforme_1_Cam_T_3_304.jpg,multiple,0.1818,8771
2025_Conforme_1_Cam_T_3_305.jpg,chataigne,0.0193,110
2025_Conforme_1_Cam_T_3_306.jpg,chataigne,0.039,980
2025_Conforme_1_Cam_T_3_307.jpg,chataigne,0.2568,11977
2025_Conforme_1_Cam_T_3_308.jpg,chataigne,0.0096,179
2025_Conforme_1_Cam_T_3_309.jpg,chunks,0.0478,2399
2025_Conforme_1_Cam_T_3_31.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_310.jpg,chunks,0.0015,13
2025_Conforme_1_Cam_T_3_311.jpg,chataigne,0.1714,10118
2025_Conforme_1_Cam_T_3_312.jpg,chataigne,0.1435,5769
2025_Conforme_1_Cam_T_3_313.jpg,multiple,0.3615,17876
2025_Conforme_1_Cam_T_3_314.jpg,chataigne,0.0234,259
2025_Conforme_1_Cam_T_3_315.jpg,chataigne,0.0186,505
2025_Conforme_1_Cam_T_3_316.jpg,chataigne,0.0474,642
2025_Conforme_1_Cam_T_3_317.jpg,chataigne,0.1684,8998
2025_Conforme_1_Cam_T_3_318.jpg,chataigne,0.1177,6978
2025_Conforme_1_Cam_T_3_319.jpg,chataigne,0.0217,371
2025_Conforme_1_Cam_T_3_32.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_320.jpg,chataigne,0.0903,3505
2025_Conforme_1_Cam_T_3_321.jpg,chataigne,0.0429,1147
2025_Conforme_1_Cam_T_3_322.jpg,multiple,0.0987,1899
2025_Conforme_1_Cam_T_3_323.jpg,chataigne,0.2931,17297
2025_Conforme_1_Cam_T_3_324.jpg,chataigne,0.0957,2720
2025_Conforme_1_Cam_T_3_325.jpg,multiple,0.3352,18140
2025_Conforme_1_Cam_T_3_326.jpg,chataigne,0.0362,481
2025_Conforme_1_Cam_T_3_327.jpg,multiple,0.146,6340
2025_Conforme_1_Cam_T_3_328.jpg,chataigne,0.0306,652
2025_Conforme_1_Cam_T_3_329.jpg,chataigne,0.318,18333
2025_Conforme_1_Cam_T_3_33.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_330.jpg,chunks,0.001,8
2025_Conforme_1_Cam_T_3_331.jpg,chataigne,0.0556,545
2025_Conforme_1_Cam_T_3_332.jpg,chunks,0.041,1486
2025_Conforme_1_Cam_T_3_333.jpg,chataigne,0.1831,9076
2025_Conforme_1_Cam_T_3_334.jpg,chataigne,0.1972,9944
2025_Conforme_1_Cam_T_3_335.jpg,chataigne,0.2005,11419
2025_Conforme_1_Cam_T_3_336.jpg,chunks,0.045,1312
2025_Conforme_1_Cam_T_3_337.jpg,chataigne,0.2302,9355
2025_Conforme_1_Cam_T_3_338.jpg,chunks,0.0177,593
2025_Conforme_1_Cam_T_3_339.jpg,chataigne,0.0439,400
2025_Conforme_1_Cam_T_3_34.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_340.jpg,multiple,0.0971,4978
2025_Conforme_1_Cam_T_3_341.jpg,chataigne,0.05,569
2025_Conforme_1_Cam_T_3_342.jpg,chataigne,0.0351,350
2025_Conforme_1_Cam_T_3_343.jpg,chataigne,0.0291,584
2025_Conforme_1_Cam_T_3_344.jpg,chataigne,0.2992,18533
2025_Conforme_1_Cam_T_3_345.jpg,chataigne,0.0931,913
2025_Conforme_1_Cam_T_3_346.jpg,chataigne,0.167,9728
2025_Conforme_1_Cam_T_3_347.jpg,chataigne,0.067,1780
2025_Conforme_1_Cam_T_3_348.jpg,chataigne,0.1245,6420
2025_Conforme_1_Cam_T_3_349.jpg,chataigne,0.1319,2256
2025_Conforme_1_Cam_T_3_35.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_350.jpg,chataigne,0.1206,5456
2025_Conforme_1_Cam_T_3_351.jpg,chataigne,0.0766,1502
2025_Conforme_1_Cam_T_3_352.jpg,multiple,0.4131,21832
2025_Conforme_1_Cam_T_3_353.jpg,chataigne,0.2429,12158
2025_Conforme_1_Cam_T_3_354.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_355.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_356.jpg,chataigne,0.1765,10612
2025_Conforme_1_Cam_T_3_357.jpg,chataigne,0.0643,1519
2025_Conforme_1_Cam_T_3_358.jpg,chataigne,0.0836,3221
2025_Conforme_1_Cam_T_3_359.jpg,chataigne,0.0614,809
2025_Conforme_1_Cam_T_3_36.jpg,vide,0.0,1
2025_Conforme_1_Cam_T_3_360.jpg,chataigne,0.0862,4178
2025_Conforme_1_Cam_T_3_361.jpg,chunks,0.0004,9
2025_Conforme_1_Cam_T_3_362.jpg,chataigne,0.0637,1547
2025_Conforme_1_Cam_T_3_363.jpg,chataigne,0.0288,552
2025_Conforme_1_Cam_T_3_364.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_365.jpg,vide,0.0,3
2025_Conforme_1_Cam_T_3_366.jpg,vide,0.0001,6
2025_Conforme_1_Cam_T_3_367.jpg,chataigne,0.0482,395
2025_Conforme_1_Cam_T_3_368.jpg,multiple,0.1015,2673
2025_Conforme_1_Cam_T_3_369.jpg,chataigne,0.0122,157
2025_Conforme_1_Cam_T_3_37.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_370.jpg,chunks,0.0364,541
2025_Conforme_1_Cam_T_3_371.jpg,chataigne,0.2746,14754
2025_Conforme_1_Cam_T_3_372.jpg,vide,0.0003,2
2025_Conforme_1_Cam_T_3_373.jpg,chataigne,0.0395,1952
2025_Conforme_1_Cam_T_3_374.jpg,chataigne,0.1396,7503
2025_Conforme_1_Cam_T_3_375.jpg,chataigne,0.2154,10521
2025_Conforme_1_Cam_T_3_376.jpg,chataigne,0.0349,779
2025_Conforme_1_Cam_T_3_377.jpg,chunks,0.0009,21
2025_Conforme_1_Cam_T_3_378.jpg,chunks,0.01,275
2025_Conforme_1_Cam_T_3_379.jpg,chunks,0.0002,5
2025_Conforme_1_Cam_T_3_38.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_380.jpg,chunks,0.0663,2883
2025_Conforme_1_Cam_T_3_381.jpg,vide,0.0,1
2025_Conforme_1_Cam_T_3_382.jpg,multiple,0.141,6412
2025_Conforme_1_Cam_T_3_383.jpg,chataigne,0.031,956
2025_Conforme_1_Cam_T_3_384.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_385.jpg,chataigne,0.1465,8068
2025_Conforme_1_Cam_T_3_386.jpg,chataigne,0.098,1817
2025_Conforme_1_Cam_T_3_387.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_388.jpg,chataigne,0.0287,599
2025_Conforme_1_Cam_T_3_389.jpg,chataigne,0.0057,59
2025_Conforme_1_Cam_T_3_39.jpg,chataigne,0.001,9
2025_Conforme_1_Cam_T_3_390.jpg,chataigne,0.0758,3453
2025_Conforme_1_Cam_T_3_391.jpg,chataigne,0.0359,661
2025_Conforme_1_Cam_T_3_392.jpg,chataigne,0.0489,933
2025_Conforme_1_Cam_T_3_393.jpg,chunks,0.005,147
2025_Conforme_1_Cam_T_3_394.jpg,multiple,0.1286,3206
2025_Conforme_1_Cam_T_3_395.jpg,chunks,0.0003,3
2025_Conforme_1_Cam_T_3_396.jpg,vide,0.0002,5
2025_Conforme_1_Cam_T_3_397.jpg,vide,0.0,1
2025_Conforme_1_Cam_T_3_398.jpg,chataigne,0.0545,2739
2025_Conforme_1_Cam_T_3_399.jpg,vide,0.0002,7
2025_Conforme_1_Cam_T_3_4.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_40.jpg,chataigne,0.0964,3158
2025_Conforme_1_Cam_T_3_400.jpg,chataigne,0.2168,12334
2025_Conforme_1_Cam_T_3_401.jpg,multiple,0.2198,7081
2025_Conforme_1_Cam_T_3_402.jpg,chataigne,0.0651,3028
2025_Conforme_1_Cam_T_3_403.jpg,vide,0.0,1
2025_Conforme_1_Cam_T_3_404.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_405.jpg,chataigne,0.004,89
2025_Conforme_1_Cam_T_3_406.jpg,chataigne,0.0524,560
2025_Conforme_1_Cam_T_3_407.jpg,chataigne,0.0219,722
2025_Conforme_1_Cam_T_3_408.jpg,chataigne,0.1924,9810
2025_Conforme_1_Cam_T_3_409.jpg,chataigne,0.1542,2028
2025_Conforme_1_Cam_T_3_41.jpg,vide,0.0001,4
2025_Conforme_1_Cam_T_3_410.jpg,chataigne,0.1507,3082
2025_Conforme_1_Cam_T_3_411.jpg,chataigne,0.0177,161
2025_Conforme_1_Cam_T_3_412.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_413.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_414.jpg,chunks,0.0037,102
2025_Conforme_1_Cam_T_3_415.jpg,chataigne,0.0089,212
2025_Conforme_1_Cam_T_3_416.jpg,chataigne,0.0199,645
2025_Conforme_1_Cam_T_3_417.jpg,chataigne,0.0644,1303
2025_Conforme_1_Cam_T_3_418.jpg,chunks,0.0014,36
2025_Conforme_1_Cam_T_3_419.jpg,chataigne,0.0269,447
2025_Conforme_1_Cam_T_3_42.jpg,vide,0.0009,8
2025_Conforme_1_Cam_T_3_420.jpg,chataigne,0.0098,227
2025_Conforme_1_Cam_T_3_421.jpg,chataigne,0.3205,17969
2025_Conforme_1_Cam_T_3_422.jpg,chataigne,0.0006,8
2025_Conforme_1_Cam_T_3_423.jpg,chataigne,0.0206,230
2025_Conforme_1_Cam_T_3_424.jpg,chataigne,0.0206,604
2025_Conforme_1_Cam_T_3_425.jpg,chunks,0.0054,100
2025_Conforme_1_Cam_T_3_426.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_427.jpg,chataigne,0.0349,152
2025_Conforme_1_Cam_T_3_428.jpg,chataigne,0.0105,181
2025_Conforme_1_Cam_T_3_429.jpg,chataigne,0.0578,2679
2025_Conforme_1_Cam_T_3_43.jpg,chunks,0.0079,239
2025_Conforme_1_Cam_T_3_430.jpg,chataigne,0.0455,628
2025_Conforme_1_Cam_T_3_431.jpg,chataigne,0.0005,8
2025_Conforme_1_Cam_T_3_432.jpg,vide,0.0,2
2025_Conforme_1_Cam_T_3_433.jpg,chataigne,0.0834,3893
2025_Conforme_1_Cam_T_3_434.jpg,chataigne,0.0293,489
2025_Conforme_1_Cam_T_3_435.jpg,chataigne,0.0276,238
2025_Conforme_1_Cam_T_3_436.jpg,vide,0.0,0
2025_Conforme_1_Cam_T_3_437.jpg,chataigne,0.3177,15657
2025_Conforme_1_Cam_T_3_438.jpg,chataigne,0.1177,5712
2025_Conforme_1_Cam_T_3_439.jpg,chataigne,0.2569,13021
2025_Conforme_1_Cam_T_3_44.jpg,chunks,0.0235,1233
2025_Conforme_1_Cam_T_3_440.jpg,chataigne,0.057,466
2025_Conforme_1_Cam_T_3_441.jpg,chunks,0.0016,33
2025_Conforme_1_Cam_T_3_442.jpg,chunks,0.0117,102
2025_Conforme_1_Cam_T_3_443.jpg,chataigne,0.2756,15366
2025_Conforme_1_Cam_T_3_444.jpg,multiple,0.1268,1242
2025_Conforme_1_Cam_T_3_445.jpg,chataigne,0.0325,755
2025_Conforme_1_Cam_T_3_446.jpg,chataigne,0.2769,16069
2025_Conforme_1_Cam_T_3_447.jpg,multiple,0.1955,7514
2025_Conforme_1_Cam_T_3_448.jpg,chunks,0.021,285
2025_Conforme_1_Cam_T_3_449.jpg,multiple,0.1709,6442
2025_Conforme_1_Cam_T_3_45.jpg,chataigne,0.2622,15250
2025_Conforme_1_Cam_T_3_450.jpg,chataigne,0.0327,879
