crop_filename,source_video,cam_position,frame_index,timestamp_ms,crop_index,x,y,width,height,original_frame_width,original_frame_height,notes
B_frame_000260_crop_02.jpg,extrait-cam-1-b-conforme.avi,B,260,10400.0,2,288,141,188,210,720,576,
B_frame_000286_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,286,11440.0,1,265,95,183,215,720,576,
B_frame_000313_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,313,12520.0,1,258,121,216,142,720,576,
B_frame_000339_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,339,13560.0,1,238,89,204,222,720,576,
B_frame_000366_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,366,14640.0,1,232,105,252,197,720,576,
B_frame_000419_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,419,16760.0,1,265,95,253,245,720,576,
B_frame_000446_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,446,17840.0,1,298,120,172,210,720,576,
B_frame_000473_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,473,18920.0,1,271,129,219,256,720,576,
B_frame_000499_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,499,19960.0,1,248,101,195,116,720,576,
B_frame_000526_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,526,21040.0,1,241,132,216,230,720,576,
B_frame_000579_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,579,23160.0,1,304,92,198,272,720,576,
B_frame_000606_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,606,24240.0,1,230,130,221,208,720,576,
B_frame_000632_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,632,25280.0,1,213,93,249,216,720,576,
B_frame_000659_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,659,26360.0,1,286,115,161,223,720,576,
B_frame_000686_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,686,27440.0,1,253,136,245,196,720,576,
B_frame_000712_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,712,28480.0,1,258,91,214,199,720,576,
B_frame_000739_crop_01.jpg,extrait-cam-1-b-conforme.avi,B,739,29560.0,1,225,105,228,212,720,576,
